,File Name,Latitude,Longitude,ImagePath,TestType,Temperature (°C),Conductivity (µS/cm),Salinity (PSS),Density (kg/m³)
0,CC2435009_20250513_181211,40.2741476,-106.8399001,data/profiles\profile_CC2435009_20250513_181211.png,cast,9.15352384653342,296.33987439370026,0.2046793995576272,999.9343607210436
1,CC2435009_20250513_181617,40.2765066,-106.8417523,data/profiles\profile_CC2435009_20250513_181617.png,cast,9.90230882933078,302.4979248046875,0.2049920512275306,999.8730014493624
2,CC2435009_20250513_182530,40.2799046,-106.851733,data/profiles\profile_CC2435009_20250513_182530.png,cast,12.425925254821776,324.1171264648437,0.2063522893634242,999.6119485943558
3,CC2435009_20250513_182851,40.2795316,-106.8520187,data/profiles\profile_CC2435009_20250513_182851.png,cast,12.49453518217958,324.762451171875,0.2064207058582852,999.603737108333
4,CC2435009_20250513_194404,40.2836284,-106.8534496,data/profiles\profile_CC2435009_20250513_194404.png,cast,12.71625518798828,327.7750244140625,0.2072388261900599,999.577264627697
5,CC2435009_20250513_194520,40.2836279,-106.8534452,data/profiles\profile_CC2435009_20250513_194520.png,cast,12.764347076416016,327.6273803710937,0.2068970833119573,999.5710366913746
6,CC2435009_20250513_194839,40.2832709,-106.8539892,data/profiles\profile_CC2435009_20250513_194839.png,cast,12.759137153625488,327.7921142578125,0.2070302077191725,999.5717877415574
7,CC2435009_20250513_195019,40.2832827,-106.8540396,data/profiles\profile_CC2435009_20250513_195019.png,cast,12.772707939147947,327.6491394042969,0.2068683932624509,999.5699749983517
8,CC2435009_20250513_195323,40.283442,-106.8537673,data/profiles\profile_CC2435009_20250513_195323.png,cast,12.78419778176581,327.5198364257812,0.2067261477923247,999.568434351358
9,CC2435009_20250513_195436,40.2834473,-106.8537571,data/profiles\profile_CC2435009_20250513_195436.png,cast,12.811167883982534,327.7012939453125,0.2067056014312647,999.5650560149428
10,CC2435009_20250513_195713,40.2837944,-106.8541028,data/profiles\profile_CC2435009_20250513_195713.png,cast,13.023897171020508,329.54132080078125,0.2068059568207177,999.5382980384816
11,CC2435009_20250513_195804,40.2838028,-106.8541,data/profiles\profile_CC2435009_20250513_195804.png,cast,13.025104522705078,330.01544189453125,0.20710420442235,999.5383766263044
12,CC2435009_20250513_200136,40.2841239,-106.8536555,data/profiles\profile_CC2435009_20250513_200136.png,cast,13.167371581031034,331.61303710937494,0.2074034821100475,999.5203486613312
13,CC2435009_20250513_200211,40.2841186,-106.8536483,data/profiles\profile_CC2435009_20250513_200211.png,cast,13.152828216552734,331.2358093261719,0.2072361200563156,999.5220964499198
